# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
emojis-list	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira loader-utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
emoticon	4.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira remark-emoji. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
encodeurl	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, finalhandler, send e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
encoding-sniffer	0.2.1	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
enhanced-resolve	5.24.5	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
entities	4.5.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @svgr/hast-util-to-babel-ast, dom-serializer, html-minifier-terser e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
error-ex	1.3.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira parse-json. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
es-define-property	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira call-bind, define-data-property, get-intrinsic e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
es-errors	1.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira call-bind-apply-helpers, define-data-property, dunder-proto e altri 8. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
es-module-lexer	2.3.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
es-object-atoms	1.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira get-intrinsic, get-proto, object.assign. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
es-toolkit	1.51.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
esast-util-from-estree	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira esast-util-from-js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
esast-util-from-js	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira recma-parse. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
escalade	3.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira rtlcss, update-browserslist-db. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
escape-goat	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira pupa. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
escape-html	1.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/mdx-loader, express e altri 4. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
escape-string-regexp	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/utils, webpack-bundle-analyzer. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
eslint-scope	5.1.1	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
esrecurse	4.3.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira eslint-scope. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estraverse	4.3.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira eslint-scope. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-attach-comments	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-to-estree. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-build-jsx	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira recma-build-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-is-identifier-name	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, estree-util-build-jsx, hast-util-to-estree e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-scope	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-to-js	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira recma-jsx, recma-stringify. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-value-to-estree	3.5.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-util-visit	2.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira esast-util-from-estree, micromark-util-events-to-acorn. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
estree-walker	3.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, estree-util-build-jsx. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
esutils	2.0.3	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/preset-modules. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
eta	2.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/theme-search-algolia. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
etag	1.8.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, send. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
eval	0.1.8	NOLICENSE	indeterminabile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
eventemitter3	4.0.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http-proxy, p-queue. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
events	3.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
execa	5.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core, @docusaurus/utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
express	4.22.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
extend	3.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira unified. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
extend-shallow	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira section-matter. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fast-deep-equal	3.1.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira ajv, ajv-keywords, bonjour-service. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fast-glob	3.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira copy-webpack-plugin, globby. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fast-json-stable-stringify	2.1.0	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
fast-uri	3.1.6	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira ajv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fastdom	1.0.12	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fastq	1.20.1	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @nodelib/fs.walk. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fault	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira micromark-extension-frontmatter. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
faye-websocket	0.11.4	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira sockjs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
feed	4.2.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/plugin-content-blog. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
file-loader	6.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/bundler, @docusaurus/mdx-loader, @docusaurus/utils e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fill-range	7.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira braces. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
finalhandler	1.3.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
find-cache-dir	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira babel-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
find-up	6.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira pkg-dir. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
flat	5.0.2	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-merge. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
follow-redirects	1.16.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http-proxy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
form-data-encoder	2.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira got. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
format	0.2.2	NOLICENSE	indeterminabile	Dipendenza transitiva: il progetto non l'ha scelta, la tira fault. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
forwarded	0.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira proxy-addr. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fraction.js	5.3.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira autoprefixer. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fresh	0.5.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira express, send. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fs-extra	11.4.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/babel, @docusaurus/core, @docusaurus/mdx-loader e altri 9. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
fsevents	2.3.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chokidar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
function-bind	1.1.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira call-bind-apply-helpers, get-intrinsic, hasown e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
gensync	1.0.0-beta.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
get-intrinsic	1.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira call-bind, call-bound, set-function-length e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
get-nonce	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-style-singleton. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
get-own-enumerable-property-symbols	3.0.2	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira stringify-object. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
get-proto	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira get-intrinsic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
get-stream	6.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cacheable-request, execa, got. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
github-slugger	1.5.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
glob-parent	5.1.2	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chokidar, fast-glob. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
glob-to-regex.js	1.2.0	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @jsonjoy.com/fs-node, @jsonjoy.com/fs-node-utils, memfs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
global-dirs	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-installed-globally. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
globby	11.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
gopd	1.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira define-data-property, dunder-proto, get-intrinsic e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
got	12.6.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira package-json. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
graceful-fs	4.2.11	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira configstore, enhanced-resolve, fs-extra e altri 6. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
gzip-size	6.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-bundle-analyzer. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hachure-fill	0.5.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira roughjs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
handle-thing	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
has-flag	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira supports-color. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
has-property-descriptors	1.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira define-properties, set-function-length. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
has-symbols	1.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira get-intrinsic, object.assign. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
has-yarn	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hasown	2.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira get-intrinsic, is-core-module. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-from-parse5	8.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-raw. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-is-element	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-to-text. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-parse-selector	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hastscript. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-raw	9.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira rehype-raw. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-to-estree	3.1.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira rehype-recma. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-to-jsx-runtime	2.3.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @mdx-js/mdx, react-markdown. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-to-parse5	8.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-raw. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-to-text	4.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira rehype-highlight. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hast-util-whitespace	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-to-estree, hast-util-to-jsx-runtime. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hastscript	9.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-from-parse5. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
he	1.2.0	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
highlight.js	11.11.2	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira lowlight. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
history	4.10.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-router, react-router-dom. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hoist-non-react-statics	3.3.2	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-router. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hpack.js	2.1.6	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy-transport. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-escaper	2.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-bundle-analyzer. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-minifier-terser	7.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/bundler. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-tags	3.3.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-url-attributes	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira react-markdown. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-void-elements	3.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hast-util-raw. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
html-webpack-plugin	5.6.8	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/core. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
htmlparser2	8.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cheerio. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-cache-semantics	4.2.0	BSD-2-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cacheable-request. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-deceiver	1.2.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira spdy. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-errors	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira body-parser, express, raw-body e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-parser-js	0.5.10	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira websocket-driver. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-proxy	1.18.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira http-proxy-middleware. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http-proxy-middleware	2.0.10	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
http2-wrapper	2.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira got. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
human-signals	2.1.0	Apache-2.0	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira execa. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
hyperdyperid	1.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @jsonjoy.com/json-pack. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
iconv-lite	0.6.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira d3-dsv, encoding-sniffer, whatwg-encoding. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
icss-utils	5.1.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-loader, postcss-modules-local-by-default, postcss-modules-values. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
ignore	5.3.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira globby. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
image-size	2.0.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/mdx-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
immediate	3.3.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @easyops-cn/autocomplete.js. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
import-fresh	3.3.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cosmiconfig. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
import-lazy	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
import-meta-resolve	4.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @iconify/utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
imurmurhash	0.1.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira write-file-atomic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
indent-string	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira aggregate-error. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
